City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
482,leava,-14.3,-178.1667,84.16,74,100,6.2,WF,1714770856
483,soio,-6.1349,12.3689,80.28,90,84,7.54,AO,1714770856
484,gympie,-26.1898,152.665,63.73,83,88,3.44,AU,1714770857
485,corbelia,-24.7989,-53.3067,78.58,50,92,6.24,BR,1714770857
486,bel ombre,-4.6167,55.4167,83.93,77,25,13.31,SC,1714770858
487,joshimath,30.5667,79.5667,57.27,36,100,2.93,IN,1714770858
488,buka,40.8108,69.1986,63.1,66,100,5.17,UZ,1714770859
489,mangai,-4.05,19.5333,78.67,57,97,2.08,CD,1714770859
490,port blair,11.6667,92.75,83.35,72,85,4.0,IN,1714770860
491,nyala,12.05,24.8833,87.48,12,99,15.84,SD,1714770860
492,taltal,-25.4,-70.4833,64.06,63,24,8.68,CL,1714770861
493,serenje,-13.2325,30.2352,57.92,65,7,6.93,ZM,1714770861
494,tulun,54.5611,100.5792,42.57,77,95,3.36,RU,1714770862
495,susuman,62.7833,148.1667,18.99,94,83,4.0,RU,1714770863
496,sinjai,-5.1241,120.253,76.37,86,100,2.06,ID,1714770863
497,lisala,2.15,21.5167,72.91,90,76,1.88,CD,1714770863
498,hadibu,12.65,54.0333,81.1,79,100,3.29,YE,1714770864
499,mount isa,-20.7333,139.5,65.97,63,2,9.22,AU,1714770864
500,nadvirna,48.6348,24.5694,53.58,87,99,2.04,UA,1714770865
501,fang,19.9169,99.2145,72.27,69,1,1.66,TH,1714770865
502,sosnovskoye,55.8052,43.167,30.63,65,68,6.2,RU,1714770866
503,sucua,-2.4667,-78.1667,79.54,69,40,5.75,EC,1714770866
504,sol'-iletsk,51.1631,54.9918,35.67,96,40,14.92,RU,1714770867
505,usta muhammad,28.1794,68.0445,83.7,35,0,7.87,PK,1714770867
506,i-n-salah,27.1935,2.4607,83.84,9,0,12.64,DZ,1714770867
507,bani walid,31.7566,13.9942,65.52,62,44,14.76,LY,1714770868
508,broken hill,-31.95,141.4333,51.53,93,66,13.53,AU,1714770868
509,flying fish cove,-10.4217,105.6791,80.28,89,75,10.36,CX,1714770869
510,kenora,49.8167,-94.4337,50.97,76,75,13.8,CA,1714770869
511,mar del plata,-38.0023,-57.5575,56.95,50,96,1.99,AR,1714770828
512,aleksandrov gay,50.147,48.5704,37.44,41,2,13.87,RU,1714770870
513,kolwezi,-10.7148,25.4667,58.51,75,19,5.5,CD,1714770870
514,lushun,38.8,121.2667,57.42,71,31,4.32,CN,1714770871
515,nola,40.922,14.5329,58.62,86,35,2.3,IT,1714770871
516,saint-philippe,-21.3585,55.7679,74.79,83,25,10.0,RE,1714770871
517,shulan,44.4167,126.95,60.44,29,98,15.52,CN,1714770872
518,ardanuc,41.1274,42.0629,56.77,96,100,1.95,TR,1714770872
519,gjirokaster,40.0758,20.1389,55.6,80,87,4.38,AL,1714770873
520,turpan,42.9333,89.1667,73.15,12,37,3.42,CN,1714770873
521,polyarnyy,69.1989,33.4478,24.8,89,98,1.7,RU,1714770874
522,horad zhodzina,54.0983,28.3325,46.67,74,0,5.64,BY,1714770874
523,keetmanshoop,-26.5833,18.1333,73.47,17,0,8.86,NA,1714770874
524,cartagena del chaira,1.3349,-74.8429,81.68,78,100,2.37,CO,1714770875
525,labrador city,52.9463,-66.9114,41.18,68,100,3.0,CA,1714770875
526,kolokani,13.5728,-8.0339,90.55,11,34,8.75,ML,1714770876
527,bikin,46.8161,134.26,46.27,38,100,2.64,RU,1714770876
528,caleta de carquin,-11.0925,-77.6267,70.34,83,43,7.83,PE,1714770876
529,novyy rogachik,48.6768,44.0608,41.9,39,16,14.76,RU,1714770877
530,rawson,-43.3002,-65.1023,57.31,38,77,10.31,AR,1714770877
531,mahavelona,-17.6848,49.5087,73.4,93,35,10.98,MG,1714770878
532,marshall,34.3834,-86.3333,82.71,72,75,10.36,US,1714770878
533,zouerate,22.7187,-12.4521,83.3,7,0,6.29,MR,1714770878
534,gaspe,48.8334,-64.4819,41.22,93,100,5.75,CA,1714770879
535,springfield,37.2153,-93.2982,74.16,76,100,6.91,US,1714770146
536,cole harbour,44.6724,-63.4751,45.72,80,100,8.99,CA,1714770880
537,angaur state,6.906,134.13,83.01,72,88,14.58,PW,1714770880
538,sinabang,2.4803,96.3801,76.23,95,100,5.17,ID,1714770881
539,shingu,33.7333,135.9833,57.42,80,0,4.29,JP,1714770881
540,hami,42.8,93.45,64.06,12,61,9.44,CN,1714770882
541,yabelo,4.8833,38.0833,63.07,87,100,4.97,ET,1714770882
542,arteche,12.2645,125.4048,77.2,87,41,2.75,PH,1714770883
543,mutum,-19.8,-41.4383,73.69,66,0,2.46,BR,1714770883
544,boyalik,41.2634,28.6314,54.52,89,80,6.35,TR,1714770884
545,molde,62.7375,7.1591,57.7,67,4,2.3,NO,1714770884
546,tralee,52.2704,-9.7026,48.42,92,100,3.15,IE,1714770885
547,sandnessjoen,66.0217,12.6316,45.12,81,40,13.8,NO,1714770885
548,bayanaul,50.7889,75.6956,41.59,84,83,6.06,KZ,1714770885
549,bahia de kino,28.8333,-111.9333,74.14,56,71,10.27,MX,1714770886
550,mikhaylov,54.2292,39.0186,36.07,56,6,3.56,RU,1714770887
551,ventspils,57.3894,21.5606,46.33,71,0,2.3,LV,1714770887
552,chui,-33.6971,-53.4616,53.98,71,92,6.22,UY,1714770887
553,kalix,65.853,23.1565,34.47,100,100,3.67,SE,1714770888
554,igarka,67.4667,86.5833,0.01,100,94,3.0,RU,1714770888
555,katsuren-haebaru,26.3369,127.8719,74.17,89,40,6.91,JP,1714770889
556,harper,4.375,-7.7169,82.94,81,15,10.02,LR,1714770889
557,pul-e 'alam,33.9953,69.0227,48.56,85,100,4.05,AF,1714770890
558,kidal,18.4411,1.4078,98.13,17,100,10.22,ML,1714770890
559,zhanibek,49.4167,46.85,38.23,38,6,14.09,KZ,1714770891
560,mersa matruh,31.3525,27.2453,65.25,84,0,11.68,EG,1714770891
561,iquique,-20.2208,-70.1431,66.96,81,12,11.45,CL,1714770892
562,buturlinovka,50.8239,40.6092,37.08,57,0,9.75,RU,1714770892
563,gurupi,-11.7292,-49.0686,84.56,55,34,4.56,BR,1714770893
564,agat village,13.3886,144.6585,81.54,81,0,5.75,GU,1714770893
565,chililabombwe,-12.3648,27.8229,61.77,62,66,4.81,ZM,1714770894
